1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Country Name,Country Code,Indicator Name,Indicator Code,data_country,data_year
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05985,0.03417,0.04406,0.11306,0.07144,0.16216,,,,,,,,,,,,,,,0.03218,0.05881,0.08341,0.15567,0.12402,0.03519,0.02376,,Myanmar,MMR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.399556831,,,,0.323783284,,,,,,0.39337321,,0.489832805,,0.489831518,,0.535467147,,,,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79772,1.01874,0.92443,1.22991,1.14521,,,,0.31485,,0.37431,0.3632,0.374,0.32454,0.34898,0.50374,0.36328,,,,,,Montenegro,MNE,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16786,0.16643,0.15016,0.18757,0.26749,0.25173,0.2518,0.26777,0.23776,0.19121,0.23827,0.33667,0.30478,0.24438,0.23054,0.23913,0.23246,0.2234,0.1564,0.18345,0.1342,0.10161,0.0927,0.13301,0.10008,0.08365,,,Mongolia,MNG,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Mariana Islands,MNP,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35598,,,,0.3977,,0.13607,,0.37595,,,,,0.30814,,,,,,,,,,Mozambique,MOZ,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01019,,,,,,,Mauritania,MRT,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27529,0.25831,0.30596,0.28025,0.35775,0.36317,0.32171,0.36329,0.35574,,,,,,,0.17773,,,,,0.35423,0.33387,0.35699,0.40299,0.36784,0.3083,0.23401,,Mauritius,MUS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malawi,MWI,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21645,,0.39789,,0.46899,,0.65254,,0.5999,,0.61106,,0.78847,1.01001,1.03608,1.03342,1.09269,,1.26275,1.27945,1.41517,,1.04026,,0.95055,,,,,Malaysia,MYS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.389029986,2.415147542,2.444839143,2.491386734,2.568261484,2.596941397,2.509986755,2.507929345,2.448911516,2.458128394,2.492939507,2.548588977,2.659160789,2.714926194,2.627156299,2.63912487,2.580931295,2.597503888,2.615555551,2.6877886,2.753515359,2.790752415,2.892981619,3.041962514,3.316492704,3.355759765,3.440610444,,,North America,NAC,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13963,,,,0.34986,,,,,,,,0.64647,,,Namibia,NAM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Caledonia,NCL,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niger,NER,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13223,,,,,,,,,,,,0.28444,,,,,,Nigeria,NGA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0651,,,,,0.03493,,,,,,,,,0.08344,0.10449,0.10284,0.08935,0.10742,,,,,,,,,,Nicaragua,NIC,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84093,1.84477,1.74206,1.82282,1.7898,1.79609,1.74543,1.7839,1.78901,1.77388,1.74067,1.6703,1.62269,1.6657,1.70404,1.88131,1.91627,2.15606,2.1733,2.14606,2.15081,2.17857,2.1388,2.18435,2.32182,2.26877,2.25533,,,Netherlands,NLD,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5935,,1.60437,,1.5602,1.62645,1.67572,1.53975,1.47715,1.44972,1.55794,1.54556,1.71678,1.6412,1.61714,1.61053,1.64216,1.70369,1.9235,2.03287,2.08167,2.03482,2.136,2.24436,1.88764,1.55752,,,Norway,NOR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05439,0.25924,0.3022,,,,,,,,,,,,,,,Nepal,NPL,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nauru,NRU,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05649,,0.96387,,1.10029,,1.14891,,1.12043,,1.15764,,1.25214,,1.23222,,1.15337,,1.22789,,1.34905,,1.40803,,1.46569,,,,New Zealand,NZL,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.109579689,2.132207487,2.134639882,2.203747368,2.247444332,2.279077753,2.223370824,2.216640398,2.167719894,2.18079078,2.205652868,2.207425002,2.287022978,2.365485508,2.328109017,2.353954292,2.371790595,2.361752169,2.439391513,2.469100014,2.518740449,2.544778895,2.650514624,2.720738797,2.932762306,2.912624937,3.021348463,,,OECD members,OED,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11962,0.18281,0.14854,0.18588,0.21866,0.22691,0.19925,0.19031,0.27255,0.31599,0.28978,0.27506,0.36729,,Oman,OMN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85332873,0.846464701,0.450017021,1.112044136,1.307360141,1.214289993,,,,,,,,,,1.051433792,0.999116637,1.212021679,1.368025605,1.435238011,1.395811868,,,Other small states,OSS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15565,0.10919,0.1159,0.09536,0.12408,0.16228,,,0.32946,,0.52343,,0.40218,,0.30491,,0.26179,,0.22193,,0.21214,,0.17475,,0.16431,,0.16375,,Pakistan,PAK,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3101,0.29911,0.26922,0.27205,0.36264,0.36074,0.3422,0.32109,0.22646,0.23183,0.23537,0.18172,0.19065,0.1321,0.14453,0.17304,0.07534,0.06206,0.12295,0.10745,0.1324,0.1353,0.13359,0.13624,0.23235,0.17688,0.18243,0.15791,,Panama,PAN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0836,0.10072,0.09849,0.11266,0.11096,0.10614,0.10813,0.15578,,,,,,,0.08282,0.0553,0.08174,0.10805,0.11702,0.12008,0.12085,0.12683,0.15696,0.17229,0.13752,0.16178,,,Peru,PER,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13263,0.12527,,0.10692,,0.10498,,0.10901,,0.11222,,0.13207,,0.15683,,,0.32222,,,,,,,Philippines,PHL,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palau,PLW,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03158,,,,,,,,,Papua New Guinea,PNG,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63937,0.64315,0.65971,0.68055,0.64078,0.62159,0.55675,0.53806,0.5525,0.56278,0.55102,0.56193,0.59944,0.66106,0.72619,0.75221,0.88997,0.88483,0.95076,1.00423,0.96821,1.03785,1.2061,1.32335,1.38608,1.43183,1.45383,,,Poland,POL,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pre-demographic dividend,PRE,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45131,,,,0.43859,,0.42883,,,,,,,,,,Puerto Rico (US),PRI,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Korea, Dem. People's Rep.",PRK,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5495,0.56374,0.62486,0.68121,0.72156,0.76482,0.72183,0.69802,0.7293,0.75755,0.95448,1.12417,1.44335,1.58001,1.53529,1.45741,1.37861,1.32468,1.28992,1.2433,1.28075,1.31928,1.34955,1.39562,1.61392,1.67051,1.70179,,,Portugal,PRT,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06699,0.07493,0.06135,0.06066,0.06091,,,0.04113,,,0.04216,0.06517,0.07163,0.07901,0.09674,0.11676,0.14888,0.14684,0.13751,0.15697,0.14398,0.11944,,,Paraguay,PRY,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19723,0.14914,0.35646,0.36156,,,0.45434,,,,,,,,,,,,West Bank and Gaza,PSE,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pacific island small states,PSS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.162304793,2.191353034,2.194240457,2.262631903,2.32160826,2.353728866,2.297876559,2.28691236,2.237682422,2.258736015,2.288737596,2.301775323,2.384416245,2.453108569,2.423252081,2.45261036,2.472849317,2.463647722,2.548248052,2.566543898,2.612415091,2.633775419,2.744421546,2.80488336,3.023916824,2.998594854,3.11978927,,,Post-demographic dividend,PST,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French Polynesia,PYF,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4786,,,0.51883,,,0.53129,,,0.68058,,,,Qatar,QAT,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67472,0.57451,0.49541,0.39832,0.36626,0.39129,0.37721,0.39708,0.38942,0.41262,0.45682,0.51148,0.55215,0.44395,0.44666,0.47459,0.4624,0.39024,0.38208,0.48796,0.48864,0.50693,0.49729,0.47616,0.46538,0.47234,0.45881,,,Romania,ROU,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96592,1.04374,0.95383,0.99623,1.04983,1.17694,1.24652,1.28603,1.15133,1.06797,1.07294,1.11611,1.04435,1.25192,1.1302,1.01545,1.02766,1.02732,1.07241,1.10085,1.10238,1.10967,0.99002,1.03531,1.09099,0.95857,0.92527,,,Russian Federation,RUS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64945,,,0.75853,,,,0.79445,,Rwanda,RWA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.623488631,0.68669,0.70379,0.72413,0.736335186,0.73591,0.72567,0.71929,0.740626265,0.82411,0.786319537,0.80507,0.82649937,0.827694335,0.762064158,0.75502,0.74399,0.682164916,0.678035591,0.670154903,0.649546155,0.647201452,0.64176002,0.65942,0.629398082,,,,,South Asia,SAS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06233,0.05315,0.0423,0.04245,0.04521,0.04902,0.07338,0.884,0.89068,0.8699,0.80736,,,,,,,0.49802,0.44266,0.46317,0.56486,,Saudi Arabia,SAU,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53007,0.47277,0.37483,0.32247,0.2808,0.23825,0.225,,,,,,,,,,,,,,,,,,,,Sudan,SDN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29374,,0.4343,,,,,0.5772,,,,,,,,,,Senegal,SEN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31991,1.41564,1.73707,1.81624,1.81699,2.0093,2.03282,1.99679,2.07859,2.14806,2.11656,2.31986,2.59674,2.1279,1.92918,2.06955,1.91833,1.92104,2.08228,2.17445,2.07276,1.89913,1.80947,1.88474,2.15626,,,,,Singapore,SGP,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solomon Islands,SLB,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sierra Leone,SLE,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08818,,,,,,,,,0.1056,0.13399,0.0909,0.07806,0.0355,0.03397,0.06387,0.09377,0.14348,0.14493,0.18078,0.16531,0.17477,0.16299,0.16252,0.1428,,,El Salvador,SLV,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Marino,SMR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Somalia, Fed. Rep.",SOM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70915,0.75301,0.94682,0.85424,0.30401,0.63968,0.49138,0.28953,0.3953,0.43985,0.57877,0.66966,0.8173,0.70228,0.68334,0.85316,0.68367,0.72309,0.8109,0.83822,0.87238,0.91891,0.88667,0.90558,0.99379,0.96616,0.95005,,Serbia,SRB,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.450587507,,,,,,,,,,,,,,,,,,Sub-Saharan Africa (excluding high income),SSA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Sudan,SSD,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.443507754,,,,,,,,,,,,,,,,,,Sub-Saharan Africa,SSF,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.725030757,,,,,,,,,,,,,,,0.859556333,,,,,,,Small states,SST,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sao Tome and Principe,STP,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suriname,SUR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88963,1.05108,0.76541,0.64475,0.63807,0.62465,0.56314,0.56145,0.50069,0.49332,0.47488,0.44746,0.46137,0.47272,0.6055,0.65255,0.79461,0.82005,0.877,1.15727,0.78857,0.88456,0.83555,0.8224,0.89773,0.91611,0.97939,,,Slovak Republic,SVK,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26473,1.24643,1.30515,1.33688,1.35982,1.46767,1.44325,1.24792,1.37026,1.41778,1.53705,1.42703,1.62673,1.81184,2.05133,2.41297,2.56061,2.56487,2.36548,2.19565,2.00764,1.8653,1.94593,2.03922,2.14156,2.128,2.09525,,,Slovenia,SVN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.27394,,3.38132,,3.8738,,3.57948,3.36129,3.35958,3.475,3.23383,3.46999,3.39528,3.16789,3.18702,3.23025,3.26042,3.10184,3.21903,3.24736,3.36279,3.32106,3.38758,3.4896,3.40216,3.40822,,,Sweden,SWE,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26754,,,,,,,,,,Eswatini,SWZ,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sint Maarten (Dutch part),SXM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39968,0.3826,0.38707,0.32574,0.28393,,,,,,,,,,,0.2017,,,,,,,,,Seychelles,SYC,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01942,,,,,,,0.07306,,,Syrian Arab Republic,SYR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turks and Caicos Islands,TCA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3005,,,,,,,,,Chad,TCD,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.462361138,0.564097275,0.626773528,0.693086281,0.729039695,0.79887177,0.910531318,1.005424951,1.106616147,1.178799074,1.24929117,1.246777152,1.345815358,1.403807773,1.685310949,1.616257389,1.881226233,1.711756554,1.943078559,1.908125808,1.906497383,1.903498707,1.915558087,2.027676864,2.201148857,2.351976351,2.508003238,,,East Asia & Pacific (IDA & IBRD countries),TEA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.758343049,0.801239302,0.65240332,0.678900023,0.696851987,0.776461476,0.787376768,0.786123217,0.759606528,0.750430554,0.756804757,0.810168007,0.790883618,0.888263957,0.854721574,0.816245551,0.849008234,0.835142259,0.860418554,0.884072306,0.918318981,0.945195366,0.930830022,0.966972967,1.006880641,0.964422572,0.934026637,,,Europe & Central Asia (IDA & IBRD countries),TEC,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16962,,0.15973,,0.19074,,,,,,,,,,,Togo,TGO,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11918,0.10214,,0.24836,0.24471,0.25231,0.23055,0.24534,0.23828,0.21889,0.23271,0.2008,0.20331,0.23455,,0.36146,,0.44164,0.47988,0.61609,0.77829,1.00166,1.11374,1.14317,1.32818,1.20807,1.15902,,,Thailand,THA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08953,0.07068,0.06885,0.06697,0.0957,0.10732,0.06778,0.06983,0.08577,0.08914,0.12148,0.11432,0.11851,0.11624,0.1034,0.10622,0.10957,0.09401,0.09367,0.08969,,,,,Tajikistan,TJK,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.16,0.09,0.08,0.11,0.13,0.1,0.14,,,Turkmenistan,TKM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.558952356,0.530582517,0.515392515,0.551633161,0.556050058,0.584092965,0.585403126,0.622708805,0.66825711,0.6991673,0.734222317,0.713087245,0.683190795,0.713282196,0.739497605,0.774276795,0.730408811,0.656590322,0.647044266,0.656742158,0.621027923,,,,,Latin America & the Caribbean (IDA & IBRD countries),TLA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timor-Leste,TLS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.399556831,,,,0.323503887,,,,,,0.39337321,,0.489832805,,0.489831518,,0.535467147,,,,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonga,TON,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.623488631,0.68669,0.70379,0.72413,0.736335186,0.73591,0.72567,0.71929,0.740626265,0.82411,0.786319537,0.80507,0.82649937,0.827694335,0.762064158,0.75502,0.74399,0.682164916,0.678035591,0.670154903,0.649546155,0.647201452,0.64176002,0.65942,0.629398082,,,,,South Asia (IDA & IBRD),TSA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.443507754,,,,,,,,,,,,,,,,,,Sub-Saharan Africa (IDA & IBRD countries),TSS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10325,0.11553,0.12715,0.12292,0.108,0.10417,0.13178,0.11501,0.11441,0.11431,0.07233,0.05922,0.03072,0.05665,0.04771,0.04024,0.04126,0.05382,0.07599,0.07996,0.08626,0.08519,0.08139,0.0596,0.06512,0.05374,0.0478,,,Trinidad and Tobago,TTO,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54302,0.65044,0.73095,0.71195,0.67729,0.6654,0.63933,0.70644,0.65806,0.67458,0.64937,0.637,0.61988,0.59413,0.56539,0.69954,0.71645,0.74658,,,,,,Tunisia,TUN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45159,0.49168,0.36198,0.45557,0.46558,0.52247,0.50904,0.46532,0.49713,0.56381,0.55292,0.68616,0.68741,0.80362,0.79369,0.79393,0.82595,0.81206,0.8564,0.96732,1.11979,1.17632,1.27093,1.3196,1.36748,1.40209,1.32343,,,Turkiye,TUR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tuvalu,TUV,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,
